session_code,participant_code,selected_rounds,prompt_round_payload,llm_predictions
r6fnu2ss,aih6vigb,"[1, 6, 15, 20, 21]","[{""round"": 1, ""sender_message_encoded"": ""4""}, {""round"": 6, ""sender_message_encoded"": ""5""}, {""round"": 15, ""sender_message_encoded"": ""2""}, {""round"": 20, ""sender_message_encoded"": ""6""}, {""round"": 21, ""sender_message_encoded"": ""1""}]","{""1"": 4.0, ""6"": 5.0, ""15"": 2.0, ""20"": 6.0, ""21"": 1.0}"
r6fnu2ss,lkm0acgc,"[1, 6, 15, 20, 21]","[{""round"": 1, ""sender_message_encoded"": ""5""}, {""round"": 6, ""sender_message_encoded"": ""4""}, {""round"": 15, ""sender_message_encoded"": ""5""}, {""round"": 20, ""sender_message_encoded"": ""7""}, {""round"": 21, ""sender_message_encoded"": ""7""}]","{""1"": 5.0, ""6"": 4.0, ""15"": 5.0, ""20"": 7.0, ""21"": 7.0}"
r6fnu2ss,pw4trmjs,"[1, 6, 15, 20, 21]","[{""round"": 1, ""sender_message_encoded"": ""5""}, {""round"": 6, ""sender_message_encoded"": ""6""}, {""round"": 15, ""sender_message_encoded"": ""7""}, {""round"": 20, ""sender_message_encoded"": ""3""}, {""round"": 21, ""sender_message_encoded"": ""4""}]","{""1"": 5.0, ""6"": 6.0, ""15"": 7.0, ""20"": 3.0, ""21"": 4.0}"
r6fnu2ss,uxedcf11,"[1, 6, 15, 20, 21]","[{""round"": 1, ""sender_message_encoded"": ""3""}, {""round"": 6, ""sender_message_encoded"": ""1""}, {""round"": 15, ""sender_message_encoded"": ""3""}, {""round"": 20, ""sender_message_encoded"": ""6""}, {""round"": 21, ""sender_message_encoded"": ""6""}]","{""1"": 3.0, ""6"": 1.0, ""15"": 3.0, ""20"": 6.0, ""21"": 6.0}"
r6fnu2ss,j71ms0hl,"[1, 6, 15, 20, 21]","[{""round"": 1, ""sender_message_encoded"": ""5""}, {""round"": 6, ""sender_message_encoded"": ""2""}, {""round"": 15, ""sender_message_encoded"": ""6""}, {""round"": 20, ""sender_message_encoded"": ""2""}, {""round"": 21, ""sender_message_encoded"": ""2""}]","{""1"": 5.0, ""6"": 2.0, ""15"": 6.0, ""20"": 2.0, ""21"": 2.0}"
r6fnu2ss,w5pudjp7,"[1, 6, 15, 20, 21]","[{""round"": 1, ""sender_message_encoded"": ""2""}, {""round"": 6, ""sender_message_encoded"": ""7""}, {""round"": 15, ""sender_message_encoded"": ""2""}, {""round"": 20, ""sender_message_encoded"": ""5""}, {""round"": 21, ""sender_message_encoded"": ""6""}]","{""1"": 2.0, ""6"": 7.0, ""15"": 2.0, ""20"": 5.0, ""21"": 6.0}"
r6fnu2ss,epfy7e30,"[1, 6, 15, 20, 21]","[{""round"": 1, ""sender_message_encoded"": ""4""}, {""round"": 6, ""sender_message_encoded"": ""3""}, {""round"": 15, ""sender_message_encoded"": ""4""}, {""round"": 20, ""sender_message_encoded"": ""7""}, {""round"": 21, ""sender_message_encoded"": ""4""}]","{""1"": 4.0, ""6"": 3.0, ""15"": 4.0, ""20"": 7.0, ""21"": 4.0}"
r6fnu2ss,lcpoawza,"[1, 6, 15, 20, 21]","[{""round"": 1, ""sender_message_encoded"": ""4""}, {""round"": 6, ""sender_message_encoded"": ""6""}, {""round"": 15, ""sender_message_encoded"": ""6""}, {""round"": 20, ""sender_message_encoded"": ""6""}, {""round"": 21, ""sender_message_encoded"": ""6""}]","{""1"": 4.0, ""6"": 6.0, ""15"": 6.0, ""20"": 6.0, ""21"": 6.0}"
r6fnu2ss,i63yjlqn,"[1, 6, 15, 20, 21]","[{""round"": 1, ""sender_message_encoded"": ""5""}, {""round"": 6, ""sender_message_encoded"": ""4""}, {""round"": 15, ""sender_message_encoded"": ""5""}, {""round"": 20, ""sender_message_encoded"": ""6""}, {""round"": 21, ""sender_message_encoded"": ""5""}]","{""1"": 5.0, ""6"": 4.0, ""15"": 5.0, ""20"": 6.0, ""21"": 5.0}"
r6fnu2ss,zzx9j8v4,"[1, 6, 15, 20, 21]","[{""round"": 1, ""sender_message_encoded"": ""1""}, {""round"": 6, ""sender_message_encoded"": ""5""}, {""round"": 15, ""sender_message_encoded"": ""4""}, {""round"": 20, ""sender_message_encoded"": ""1""}, {""round"": 21, ""sender_message_encoded"": ""4""}]","{""1"": 1.0, ""6"": 5.0, ""15"": 4.0, ""20"": 1.0, ""21"": 4.0}"
r6fnu2ss,qxe0gwby,"[1, 6, 15, 20, 21]","[{""round"": 1, ""sender_message_encoded"": ""4""}, {""round"": 6, ""sender_message_encoded"": ""1""}, {""round"": 15, ""sender_message_encoded"": ""6""}, {""round"": 20, ""sender_message_encoded"": ""5""}, {""round"": 21, ""sender_message_encoded"": ""6""}]","{""1"": 4.0, ""6"": 1.0, ""15"": 6.0, ""20"": 5.0, ""21"": 6.0}"
r6fnu2ss,nic87rql,"[1, 6, 15, 20, 21]","[{""round"": 1, ""sender_message_encoded"": ""3""}, {""round"": 6, ""sender_message_encoded"": ""6""}, {""round"": 15, ""sender_message_encoded"": ""5""}, {""round"": 20, ""sender_message_encoded"": ""3""}, {""round"": 21, ""sender_message_encoded"": ""7""}]","{""1"": 3.0, ""6"": 6.0, ""15"": 5.0, ""20"": 3.0, ""21"": 7.0}"
r6fnu2ss,bj6mp1m3,"[1, 6, 15, 20, 21]","[{""round"": 1, ""sender_message_encoded"": ""5""}, {""round"": 6, ""sender_message_encoded"": ""5""}, {""round"": 15, ""sender_message_encoded"": ""7""}, {""round"": 20, ""sender_message_encoded"": ""2""}, {""round"": 21, ""sender_message_encoded"": ""3""}]","{""1"": 5.0, ""6"": 5.0, ""15"": 7.0, ""20"": 2.0, ""21"": 3.0}"
r6fnu2ss,qtikmj84,"[1, 6, 15, 20, 21]","[{""round"": 1, ""sender_message_encoded"": ""5""}, {""round"": 6, ""sender_message_encoded"": ""7""}, {""round"": 15, ""sender_message_encoded"": ""2""}, {""round"": 20, ""sender_message_encoded"": ""4""}, {""round"": 21, ""sender_message_encoded"": ""7""}]","{""1"": 5.0, ""6"": 7.0, ""15"": 2.0, ""20"": 4.0, ""21"": 7.0}"
r6fnu2ss,sb11vi86,"[1, 6, 15, 20, 21]","[{""round"": 1, ""sender_message_encoded"": ""El Jugador A no envi\u00f3 un n\u00famero""}, {""round"": 6, ""sender_message_encoded"": ""1""}, {""round"": 15, ""sender_message_encoded"": ""4""}, {""round"": 20, ""sender_message_encoded"": ""5""}, {""round"": 21, ""sender_message_encoded"": ""1""}]","{""1"": 0.0, ""6"": 1.0, ""15"": 4.0, ""20"": 5.0, ""21"": 1.0}"
r6fnu2ss,2a5rrfma,"[1, 6, 15, 20, 21]","[{""round"": 1, ""sender_message_encoded"": ""5""}, {""round"": 6, ""sender_message_encoded"": ""5""}, {""round"": 15, ""sender_message_encoded"": ""5""}, {""round"": 20, ""sender_message_encoded"": ""6""}, {""round"": 21, ""sender_message_encoded"": ""7""}]","{""1"": 5.0, ""6"": 5.0, ""15"": 5.0, ""20"": 6.0, ""21"": 7.0}"
